UF,Tipo Crime,Mês,2015,2016,2017,2018,2019,2020,2021,2022
Amazonas,Roubo de carga,setembro,0,0,0,0,3,0,0,1
Amazonas,Roubo de veículo,abril,258,280,417,300,130,138,157,113
Amazonas,Roubo de veículo,agosto,207,133,350,245,244,158,217,118
Amazonas,Roubo de veículo,dezembro,302,350,249,206,215,161,185,118
Amazonas,Roubo de veículo,fevereiro,229,224,353,259,149,133,153,174
Amazonas,Roubo de veículo,janeiro,215,276,312,299,207,199,158,144
Amazonas,Roubo de veículo,julho,168,367,493,237,210,171,197,116
Amazonas,Roubo de veículo,junho,248,351,333,322,202,151,137,111
Amazonas,Roubo de veículo,maio,224,295,640,272,177,150,143,118
Amazonas,Roubo de veículo,março,240,278,510,309,190,179,205,164
Amazonas,Roubo de veículo,novembro,191,290,246,224,213,164,262,109
Amazonas,Roubo de veículo,outubro,261,340,297,175,260,131,246,123
Amazonas,Roubo de veículo,setembro,238,402,321,232,249,149,251,100
Amazonas,Roubo seguido de morte (latrocínio),abril,4,11,9,4,4,5,5,4
Amazonas,Roubo seguido de morte (latrocínio),agosto,10,4,2,5,4,3,2,3
Amazonas,Roubo seguido de morte (latrocínio),dezembro,8,7,6,2,4,4,7,5
Amazonas,Roubo seguido de morte (latrocínio),fevereiro,4,5,6,8,5,4,8,5
Amazonas,Roubo seguido de morte (latrocínio),janeiro,2,9,4,5,3,3,5,5
Amazonas,Roubo seguido de morte (latrocínio),julho,6,8,5,8,2,3,1,6
Amazonas,Roubo seguido de morte (latrocínio),junho,4,9,2,6,6,5,7,4
Amazonas,Roubo seguido de morte (latrocínio),maio,2,8,8,2,1,2,3,7
Amazonas,Roubo seguido de morte (latrocínio),março,8,5,8,1,6,3,4,5
Amazonas,Roubo seguido de morte (latrocínio),novembro,8,11,7,5,6,5,9,5
Amazonas,Roubo seguido de morte (latrocínio),outubro,7,6,7,5,2,3,13,5
Amazonas,Roubo seguido de morte (latrocínio),setembro,6,9,1,3,3,5,5,2
Amazonas,Tentativa de homicídio,abril,44,22,20,18,20,9,22,33
Amazonas,Tentativa de homicídio,agosto,38,19,27,28,20,12,19,26
Amazonas,Tentativa de homicídio,dezembro,23,27,25,12,26,19,16,41
Amazonas,Tentativa de homicídio,fevereiro,40,30,14,16,25,17,19,16
Amazonas,Tentativa de homicídio,janeiro,44,43,24,9,21,22,18,11
Amazonas,Tentativa de homicídio,julho,23,31,16,32,13,15,25,25
Amazonas,Tentativa de homicídio,junho,17,33,29,38,19,16,23,17
Amazonas,Tentativa de homicídio,maio,33,28,21,19,30,16,25,16
Amazonas,Tentativa de homicídio,março,50,38,8,14,27,16,23,27
Amazonas,Tentativa de homicídio,novembro,25,37,23,10,17,14,19,17
Amazonas,Tentativa de homicídio,outubro,31,40,15,23,19,10,20,31
Amazonas,Tentativa de homicídio,setembro,26,30,19,28,17,22,18,20
Bahia,Estupro,abril,212,204,225,261,290,188,296,311
Bahia,Estupro,agosto,209,237,321,295,315,276,316,352
Bahia,Estupro,dezembro,175,190,247,195,243,237,288,288
Bahia,Estupro,fevereiro,204,215,228,247,241,291,291,243
Bahia,Estupro,janeiro,218,257,261,300,296,271,354,234
Bahia,Estupro,julho,207,231,272,258,263,264,314,332
Bahia,Estupro,junho,155,233,246,271,246,235,277,321
Bahia,Estupro,maio,206,257,281,319,293,183,304,342
Bahia,Estupro,março,200,244,291,278,259,241,301,276
Bahia,Estupro,novembro,207,208,270,245,271,259,281,328
Bahia,Estupro,outubro,225,214,282,234,303,239,298,383
Bahia,Estupro,setembro,232,202,260,255,293,276,304,339
Bahia,Furto de veículo,abril,468,513,414,451,499,331,317,550
Bahia,Furto de veículo,agosto,411,473,465,423,398,283,392,577
Bahia,Furto de veículo,dezembro,458,430,432,494,414,367,468,564
Bahia,Furto de veículo,fevereiro,410,513,427,404,438,476,364,437
Bahia,Furto de veículo,janeiro,547,537,544,473,527,457,420,420
Bahia,Furto de veículo,julho,478,545,521,474,461,295,332,653
Bahia,Furto de veículo,junho,489,587,531,496,491,333,369,614
Bahia,Furto de veículo,maio,511,525,435,411,395,274,386,558
Bahia,Furto de veículo,março,469,490,443,417,484,429,314,535
Bahia,Furto de veículo,novembro,436,443,422,464,418,377,465,576
Bahia,Furto de veículo,outubro,424,471,446,422,386,332,416,607
Bahia,Furto de veículo,setembro,438,483,439,403,378,301,382,575
Bahia,Homicídio doloso,abril,490,551,499,423,427,498,499,403
Bahia,Homicídio doloso,agosto,421,496,444,364,367,348,422,350
Bahia,Homicídio doloso,dezembro,495,545,495,380,414,436,389,408
Bahia,Homicídio doloso,fevereiro,399,515,503,475,378,447,405,387
Bahia,Homicídio doloso,janeiro,480,520,597,506,420,437,484,373
Bahia,Homicídio doloso,julho,459,477,437,425,366,357,403,376
Bahia,Homicídio doloso,junho,373,454,430,493,384,329,430,362
Bahia,Homicídio doloso,maio,446,538,481,474,407,397,476,412
Bahia,Homicídio doloso,março,539,515,562,475,420,510,461,454
Bahia,Homicídio doloso,novembro,468,505,479,387,389,456,389,386
Bahia,Homicídio doloso,outubro,470,533,478,422,455,482,430,421
Bahia,Homicídio doloso,setembro,382,475,438,375,327,391,425,355
Bahia,Lesão corporal seguida de morte,abril,10,10,6,7,10,5,3,5
Bahia,Lesão corporal seguida de morte,agosto,7,6,7,3,8,11,4,6
Bahia,Lesão corporal seguida de morte,dezembro,14,7,6,11,6,7,3,3
Bahia,Lesão corporal seguida de morte,fevereiro,6,13,4,4,7,4,5,4
Bahia,Lesão corporal seguida de morte,janeiro,9,14,5,6,4,1,7,4
Bahia,Lesão corporal seguida de morte,julho,9,10,9,5,3,5,7,1
Bahia,Lesão corporal seguida de morte,junho,12,7,6,4,5,11,3,10
Bahia,Lesão corporal seguida de morte,maio,8,10,3,6,3,11,7,4
Bahia,Lesão corporal seguida de morte,março,12,9,2,5,8,6,4,5
Bahia,Lesão corporal seguida de morte,novembro,15,4,7,4,6,13,3,8
Bahia,Lesão corporal seguida de morte,outubro,16,14,9,10,8,8,4,3
Bahia,Lesão corporal seguida de morte,setembro,7,11,4,7,6,8,5,4
Bahia,Roubo a instituição financeira,abril,5,0,1,0,0,0,5,0
Bahia,Roubo a instituição financeira,agosto,7,2,0,1,1,0,2,0
Bahia,Roubo a instituição financeira,dezembro,3,4,9,1,0,0,2,0
Bahia,Roubo a instituição financeira,fevereiro,10,2,3,0,1,1,0,3
Bahia,Roubo a instituição financeira,janeiro,4,2,2,2,0,0,0,0
Bahia,Roubo a instituição financeira,julho,4,1,1,0,1,0,0,0
Bahia,Roubo a instituição financeira,junho,5,1,2,2,0,0,2,0
Bahia,Roubo a instituição financeira,maio,6,3,2,0,0,2,1,0
Bahia,Roubo a instituição financeira,março,6,4,1,1,1,0,1,0
Bahia,Roubo a instituição financeira,novembro,3,3,1,2,0,2,0,0
Bahia,Roubo a instituição financeira,outubro,2,1,2,1,0,1,1,3
Bahia,Roubo a instituição financeira,setembro,5,0,4,0,0,0,1,0
Bahia,Roubo de carga,abril,36,35,31,21,16,25,16,17
Bahia,Roubo de carga,agosto,33,29,41,26,21,12,14,28
Bahia,Roubo de carga,dezembro,29,59,27,24,16,21,26,44
Bahia,Roubo de carga,fevereiro,27,19,52,16,21,21,18,34
Bahia,Roubo de carga,janeiro,40,23,46,33,22,12,16,30
Bahia,Roubo de carga,julho,28,27,25,25,32,13,17,30
Bahia,Roubo de carga,junho,51,37,37,44,21,25,12,16
Bahia,Roubo de carga,maio,53,32,24,21,19,23,19,28
Bahia,Roubo de carga,março,35,45,38,20,19,21,13,28
Bahia,Roubo de carga,novembro,40,40,36,27,30,15,27,26
Bahia,Roubo de carga,outubro,29,25,34,16,31,21,22,30
Bahia,Roubo de carga,setembro,35,26,26,31,26,11,23,27
Bahia,Roubo de veículo,abril,1353,1279,1071,1205,1027,1073,975,948
Bahia,Roubo de veículo,agosto,1086,1277,1101,1057,932,687,830,1046
Bahia,Roubo de veículo,dezembro,1085,1154,984,967,786,830,950,1103
Bahia,Roubo de veículo,fevereiro,1235,1379,1132,1037,992,1117,794,954
Bahia,Roubo de veículo,janeiro,1290,1230,1211,1193,1113,968,911,903
Bahia,Roubo de veículo,julho,1247,1308,1150,1172,1030,746,942,1034
Bahia,Roubo de veículo,junho,1190,1184,1030,1213,852,676,920,1032
Bahia,Roubo de veículo,maio,1367,1314,1227,1199,1095,827,1049,986
Bahia,Roubo de veículo,março,1418,1278,1276,1203,1032,1325,975,1100
Bahia,Roubo de veículo,novembro,1079,1116,1053,1007,892,752,1063,1049
Bahia,Roubo de veículo,outubro,1073,1166,1130,1100,961,777,1040,1019
Bahia,Roubo de veículo,setembro,1028,1215,1160,995,811,701,987,1050
Bahia,Roubo seguido de morte (latrocínio),abril,14,23,12,13,11,14,14,8
Bahia,Roubo seguido de morte (latrocínio),agosto,16,16,9,15,15,8,6,6
Bahia,Roubo seguido de morte (latrocínio),dezembro,17,12,13,14,12,6,4,10
Bahia,Roubo seguido de morte (latrocínio),fevereiro,20,15,12,6,11,12,13,8
Bahia,Roubo seguido de morte (latrocínio),janeiro,17,12,15,10,10,8,10,4
Bahia,Roubo seguido de morte (latrocínio),julho,15,23,14,9,10,9,13,5
Bahia,Roubo seguido de morte (latrocínio),junho,18,16,16,16,11,6,15,12
Bahia,Roubo seguido de morte (latrocínio),maio,14,23,17,12,14,4,14,5
Bahia,Roubo seguido de morte (latrocínio),março,23,22,22,14,12,8,15,5
Bahia,Roubo seguido de morte (latrocínio),novembro,18,15,11,10,13,11,12,5
Bahia,Roubo seguido de morte (latrocínio),outubro,17,17,10,10,9,14,9,9
Bahia,Roubo seguido de morte (latrocínio),setembro,15,16,21,6,11,7,9,7
Bahia,Tentativa de homicídio,abril,256,236,230,224,241,226,197,159
Bahia,Tentativa de homicídio,agosto,226,216,259,187,217,146,202,165
Bahia,Tentativa de homicídio,dezembro,210,240,219,191,216,149,138,163
Bahia,Tentativa de homicídio,fevereiro,205,252,212,241,225,247,204,140
Bahia,Tentativa de homicídio,janeiro,253,250,266,268,255,217,225,154
Bahia,Tentativa de homicídio,julho,235,197,210,201,184,139,188,177
Bahia,Tentativa de homicídio,junho,233,224,235,226,223,136,170,211
Bahia,Tentativa de homicídio,maio,248,212,203,225,231,173,212,163
Bahia,Tentativa de homicídio,março,283,259,239,228,275,208,178,171
Bahia,Tentativa de homicídio,novembro,233,202,206,213,204,213,161,191
Bahia,Tentativa de homicídio,outubro,245,211,261,189,209,203,195,202
Bahia,Tentativa de homicídio,setembro,217,261,250,197,206,194,185,188
Ceará,Estupro,abril,95,106,125,114,158,81,106,122
Ceará,Estupro,agosto,143,127,144,150,173,164,184,192
Ceará,Estupro,dezembro,90,132,137,105,138,135,146,136
Ceará,Estupro,fevereiro,89,97,93,92,140,137,134,109
Ceará,Estupro,janeiro,115,113,117,144,114,158,140,111
Ceará,Estupro,julho,121,143,132,146,158,145,177,157
Ceará,Estupro,junho,114,139,143,160,136,130,149,142
Ceará,Estupro,maio,161,154,153,141,142,105,152,178
Ceará,Estupro,março,126,134,114,127,136,114,120,146
Ceará,Estupro,novembro,120,131,136,136,158,154,162,133
Ceará,Estupro,outubro,141,139,139,165,175,160,146,190
Ceará,Estupro,setembro,139,123,155,162,182,180,167,185
Ceará,Furto de veículo,abril,365,430,395,316,359,246,253,453
Ceará,Furto de veículo,agosto,370,436,473,335,416,280,400,549
Ceará,Furto de veículo,dezembro,410,403,417,349,438,427,407,622
Ceará,Furto de veículo,fevereiro,380,415,332,299,314,481,267,396
Ceará,Furto de veículo,janeiro,405,413,340,379,267,442,345,345
Ceará,Furto de veículo,julho,421,427,436,349,391,334,379,464
Ceará,Furto de veículo,junho,466,376,398,326,405,326,321,513
Ceará,Furto de veículo,maio,414,415,386,302,380,230,276,476
Ceará,Furto de veículo,março,380,402,410,372,312,407,261,379
Ceará,Furto de veículo,novembro,448,380,463,360,442,360,382,631
Ceará,Furto de veículo,outubro,413,455,480,412,455,347,408,594
Ceará,Furto de veículo,setembro,367,375,467,385,423,320,353,482
Ceará,Homicídio doloso,abril,302,253,351,345,195,402,250,218
Ceará,Homicídio doloso,agosto,334,268,429,332,176,238,260,230
Ceará,Homicídio doloso,dezembro,332,305,426,296,191,299,246,229
Ceará,Homicídio doloso,fevereiro,318,275,251,336,153,430,234,252
Ceará,Homicídio doloso,janeiro,413,301,323,420,173,246,285,241
Ceará,Homicídio doloso,julho,248,236,432,351,184,274,245,229
Ceará,Homicídio doloso,junho,266,226,427,364,153,328,255,203
Ceará,Homicídio doloso,maio,306,265,430,352,170,334,222,248
Ceará,Homicídio doloso,março,303,300,331,390,173,339,229,214
Ceará,Homicídio doloso,novembro,327,275,431,296,186,320,267,217
Ceará,Homicídio doloso,outubro,321,252,486,332,169,288,262,232
Ceará,Homicídio doloso,setembro,317,207,429,369,164,234,271,224
Ceará,Lesão corporal seguida de morte,abril,5,3,4,2,4,1,1,0
Ceará,Lesão corporal seguida de morte,agosto,2,0,2,5,3,3,1,0
Ceará,Lesão corporal seguida de morte,dezembro,1,1,6,6,4,3,3,0
Ceará,Lesão corporal seguida de morte,fevereiro,2,1,4,1,4,2,3,1
Ceará,Lesão corporal seguida de morte,janeiro,1,5,4,6,6,2,4,1
Ceará,Lesão corporal seguida de morte,julho,4,3,2,2,1,1,4,5
Ceará,Lesão corporal seguida de morte,junho,2,3,4,0,4,0,3,2
Ceará,Lesão corporal seguida de morte,maio,2,2,5,2,0,2,1,3
Ceará,Lesão corporal seguida de morte,março,3,5,4,0,1,5,1,1
Ceará,Lesão corporal seguida de morte,novembro,1,2,2,4,2,2,1,1
Ceará,Lesão corporal seguida de morte,outubro,5,6,1,1,1,6,1,1
Ceará,Lesão corporal seguida de morte,setembro,2,3,2,3,0,3,0,1
Ceará,Roubo a instituição financeira,abril,6,6,3,2,1,2,0,0
Ceará,Roubo a instituição financeira,agosto,5,7,4,3,0,0,0,2
Ceará,Roubo a instituição financeira,dezembro,3,6,3,5,1,0,0,1
Ceará,Roubo a instituição financeira,fevereiro,10,5,7,2,3,1,2,0
Ceará,Roubo a instituição financeira,janeiro,3,1,6,3,1,0,0,0
Ceará,Roubo a instituição financeira,julho,6,4,5,0,2,0,1,0
Ceará,Roubo a instituição financeira,junho,6,9,2,4,0,2,0,1
Ceará,Roubo a instituição financeira,maio,4,6,5,4,2,0,1,0
Ceará,Roubo a instituição financeira,março,6,6,6,5,3,2,0,0
Ceará,Roubo a instituição financeira,novembro,5,1,4,4,0,0,1,0
Ceará,Roubo a instituição financeira,outubro,1,6,7,4,1,0,1,2
Ceará,Roubo a instituição financeira,setembro,5,5,4,5,0,1,1,1
Ceará,Roubo de carga,abril,19,23,35,20,11,3,2,2
Ceará,Roubo de carga,agosto,11,22,31,23,5,6,1,8
Ceará,Roubo de carga,dezembro,13,20,16,9,3,3,4,11
Ceará,Roubo de carga,fevereiro,18,9,21,21,10,5,3,4
Ceará,Roubo de carga,janeiro,23,10,28,24,9,6,1,4
Ceará,Roubo de carga,julho,17,37,22,19,9,7,1,6
Ceará,Roubo de carga,junho,15,37,27,26,6,2,3,8
Ceará,Roubo de carga,maio,23,31,29,30,12,5,8,5
Ceará,Roubo de carga,março,21,19,42,26,5,6,7,3
Ceará,Roubo de carga,novembro,17,27,15,11,7,7,6,4
Ceará,Roubo de carga,outubro,18,14,21,15,5,9,6,0
Ceará,Roubo de carga,setembro,17,27,23,20,8,4,3,11
Ceará,Roubo de veículo,abril,853,832,841,816,442,1008,696,660
Ceará,Roubo de veículo,agosto,686,749,970,637,417,512,606,626
Ceará,Roubo de veículo,dezembro,776,876,886,662,432,663,626,727
Ceará,Roubo de veículo,fevereiro,718,789,724,794,405,1183,638,583
Ceará,Roubo de veículo,janeiro,906,756,824,891,407,539,690,666
Ceará,Roubo de veículo,julho,778,754,950,696,401,586,625,618
Ceará,Roubo de veículo,junho,750,924,1090,768,454,594,673,576
Ceará,Roubo de veículo,maio,886,1010,1149,860,429,797,725,626
Ceará,Roubo de veículo,março,804,918,886,913,472,1080,730,629
Ceará,Roubo de veículo,novembro,754,871,924,728,444,612,586,705
Ceará,Roubo de veículo,outubro,813,800,933,855,469,557,603,612
Ceará,Roubo de veículo,setembro,687,805,956,699,356,478,607,669
Ceará,Roubo seguido de morte (latrocínio),abril,7,10,7,4,4,4,3,5
Ceará,Roubo seguido de morte (latrocínio),agosto,3,10,9,1,1,3,2,3
Ceará,Roubo seguido de morte (latrocínio),dezembro,7,7,4,6,2,1,3,7
Ceará,Roubo seguido de morte (latrocínio),fevereiro,1,10,3,2,4,6,4,0
Ceará,Roubo seguido de morte (latrocínio),janeiro,6,7,11,7,3,7,4,6
Ceará,Roubo seguido de morte (latrocínio),julho,5,2,12,2,2,4,1,5
Ceará,Roubo seguido de morte (latrocínio),junho,5,11,11,2,4,5,4,3
Ceará,Roubo seguido de morte (latrocínio),maio,1,7,8,7,1,3,6,1
Ceará,Roubo seguido de morte (latrocínio),março,7,4,5,3,4,4,4,3
Ceará,Roubo seguido de morte (latrocínio),novembro,6,10,8,6,4,1,2,4
Ceará,Roubo seguido de morte (latrocínio),outubro,8,6,2,4,3,7,6,0
Ceará,Roubo seguido de morte (latrocínio),setembro,8,4,7,3,4,2,3,5
Ceará,Tentativa de homicídio,abril,157,123,102,83,95,97,103,102
Ceará,Tentativa de homicídio,agosto,147,105,104,123,118,95,73,77
Ceará,Tentativa de homicídio,dezembro,124,87,103,109,102,77,81,99
Ceará,Tentativa de homicídio,fevereiro,130,155,99,92,66,110,63,83
Ceará,Tentativa de homicídio,janeiro,156,134,107,120,106,92,92,64
Ceará,Tentativa de homicídio,julho,111,118,118,78,96,75,101,78
Ceará,Tentativa de homicídio,junho,115,117,110,108,78,79,77,73
Ceará,Tentativa de homicídio,maio,144,117,120,122,92,80,71,79
Ceará,Tentativa de homicídio,março,154,119,98,107,96,74,68,81
Ceará,Tentativa de homicídio,novembro,129,89,114,105,99,108,99,102
Ceará,Tentativa de homicídio,outubro,146,95,140,93,117,75,98,95
Ceará,Tentativa de homicídio,setembro,116,98,96,123,109,88,89,82
Distrito Federal,Estupro,abril,45,53,71,46,68,37,43,64
Distrito Federal,Estupro,agosto,50,63,49,60,66,54,53,94
Distrito Federal,Estupro,dezembro,54,54,62,54,45,43,42,47
Distrito Federal,Estupro,fevereiro,47,32,38,57,56,53,51,50
Distrito Federal,Estupro,janeiro,45,49,60,58,55,62,60,48
Distrito Federal,Estupro,julho,48,65,56,50,49,50,48,61
Distrito Federal,Estupro,junho,48,68,50,45,49,38,45,60
Distrito Federal,Estupro,maio,59,53,70,70,52,50,36,51
Distrito Federal,Estupro,março,68,32,66,66,62,36,44,50
Distrito Federal,Estupro,novembro,61,41,56,46,59,48,51,57
Distrito Federal,Estupro,outubro,54,55,67,51,52,53,55,78
Distrito Federal,Estupro,setembro,46,71,66,56,53,53,47,61
Distrito Federal,Furto de veículo,abril,559,642,443,490,485,336,302,381
Distrito Federal,Furto de veículo,agosto,577,585,506,471,390,425,298,276
Distrito Federal,Furto de veículo,dezembro,572,572,481,0,401,319,303,295
Distrito Federal,Furto de veículo,fevereiro,469,553,348,368,369,436,294,251
Distrito Federal,Furto de veículo,janeiro,602,636,518,391,388,453,340,286
Distrito Federal,Furto de veículo,julho,544,525,499,453,391,354,324,0
Distrito Federal,Furto de veículo,junho,551,530,459,468,403,342,275,410
Distrito Federal,Furto de veículo,maio,540,644,548,501,500,320,289,373
Distrito Federal,Furto de veículo,março,564,553,528,468,458,397,329,296
Distrito Federal,Furto de veículo,novembro,590,546,481,395,448,318,334,275
Distrito Federal,Furto de veículo,outubro,585,577,467,472,459,337,336,278
Distrito Federal,Furto de veículo,setembro,347,561,439,411,433,309,293,251
Distrito Federal,Homicídio doloso,abril,58,38,37,35,31,18,28,16
Distrito Federal,Homicídio doloso,agosto,36,50,31,23,16,23,25,19
Distrito Federal,Homicídio doloso,dezembro,67,49,45,34,36,24,17,16
Distrito Federal,Homicídio doloso,fevereiro,45,48,46,42,28,41,28,25
Distrito Federal,Homicídio doloso,janeiro,70,72,40,31,28,26,37,14
Distrito Federal,Homicídio doloso,julho,43,31,36,34,28,24,20,26
Distrito Federal,Homicídio doloso,junho,47,40,36,40,33,31,27,20
Distrito Federal,Homicídio doloso,maio,46,39,29,39,33,22,22,19
Distrito Federal,Homicídio doloso,março,53,48,46,36,43,43,14,20
Distrito Federal,Homicídio doloso,novembro,49,49,45,35,34,30,19,21
Distrito Federal,Homicídio doloso,outubro,56,50,51,44,34,33,30,25
Distrito Federal,Homicídio doloso,setembro,44,58,41,25,28,30,16,21
Distrito Federal,Lesão corporal seguida de morte,abril,0,1,0,0,0,1,0,0
Distrito Federal,Lesão corporal seguida de morte,agosto,0,0,0,1,0,0,0,0
Distrito Federal,Lesão corporal seguida de morte,dezembro,0,0,0,0,0,0,0,2
Distrito Federal,Lesão corporal seguida de morte,fevereiro,0,1,0,1,0,0,0,1
Distrito Federal,Lesão corporal seguida de morte,janeiro,2,1,0,2,1,0,0,0
Distrito Federal,Lesão corporal seguida de morte,julho,0,0,2,0,0,2,1,0
Distrito Federal,Lesão corporal seguida de morte,junho,1,0,0,0,0,0,2,0
Distrito Federal,Lesão corporal seguida de morte,maio,0,1,1,1,1,1,1,0
Distrito Federal,Lesão corporal seguida de morte,março,1,1,0,1,1,0,0,1
Distrito Federal,Lesão corporal seguida de morte,novembro,1,0,2,0,0,0,0,0
Distrito Federal,Lesão corporal seguida de morte,outubro,1,0,0,1,1,2,1,1
Distrito Federal,Lesão corporal seguida de morte,setembro,0,1,0,0,0,0,1,1
Distrito Federal,Roubo a instituição financeira,abril,1,0,0,0,0,0,0,0
Distrito Federal,Roubo a instituição financeira,agosto,1,0,0,0,0,0,0,0
Distrito Federal,Roubo a instituição financeira,dezembro,0,0,2,0,0,0,0,0
Distrito Federal,Roubo a instituição financeira,fevereiro,0,0,0,0,0,0,0,0
Distrito Federal,Roubo a instituição financeira,janeiro,1,4,0,0,0,0,0,0
Distrito Federal,Roubo a instituição financeira,julho,1,0,0,1,0,0,0,0
Distrito Federal,Roubo a instituição financeira,junho,2,0,0,0,0,0,0,1
Distrito Federal,Roubo a instituição financeira,maio,0,0,0,0,0,0,0,0
Distrito Federal,Roubo a instituição financeira,março,1,0,0,0,0,0,0,0
Distrito Federal,Roubo a instituição financeira,novembro,0,1,2,0,0,0,0,0
Distrito Federal,Roubo a instituição financeira,outubro,1,0,0,1,0,0,0,0
Distrito Federal,Roubo a instituição financeira,setembro,0,0,0,1,0,0,0,0
Distrito Federal,Roubo de carga,abril,2,3,4,9,7,2,2,2
Distrito Federal,Roubo de carga,agosto,1,5,9,1,1,1,2,0
Distrito Federal,Roubo de carga,dezembro,5,11,5,0,3,3,7,3
Distrito Federal,Roubo de carga,fevereiro,2,6,4,6,2,1,2,3
Distrito Federal,Roubo de carga,janeiro,3,2,4,4,2,5,1,3
Distrito Federal,Roubo de carga,julho,2,6,6,2,3,3,0,0
Distrito Federal,Roubo de carga,junho,4,2,12,5,1,2,0,0
Distrito Federal,Roubo de carga,maio,3,3,5,10,2,2,4,4
Distrito Federal,Roubo de carga,março,3,6,13,7,5,5,0,0
Distrito Federal,Roubo de carga,novembro,1,7,5,4,3,1,2,1
Distrito Federal,Roubo de carga,outubro,4,9,5,3,2,1,2,1
Distrito Federal,Roubo de carga,setembro,1,7,3,4,3,4,0,0
Distrito Federal,Roubo de veículo,abril,431,491,399,384,315,187,178,131
Distrito Federal,Roubo de veículo,agosto,334,470,374,350,303,137,169,97
Distrito Federal,Roubo de veículo,dezembro,410,470,430,241,270,202,147,131
Distrito Federal,Roubo de veículo,fevereiro,386,413,431,352,247,237,164,143
Distrito Federal,Roubo de veículo,janeiro,522,492,444,316,274,287,198,128
Distrito Federal,Roubo de veículo,julho,325,468,369,355,270,153,147,123
Distrito Federal,Roubo de veículo,junho,313,371,347,327,265,140,165,124
Distrito Federal,Roubo de veículo,maio,406,491,430,333,333,155,169,135
Distrito Federal,Roubo de veículo,março,465,413,502,372,283,270,185,143
Distrito Federal,Roubo de veículo,novembro,440,513,430,337,263,155,144,135
Distrito Federal,Roubo de veículo,outubro,433,526,396,294,307,153,191,143
Distrito Federal,Roubo de veículo,setembro,342,506,320,301,297,144,175,119
Distrito Federal,Roubo seguido de morte (latrocínio),abril,2,3,2,2,0,0,2,2
Distrito Federal,Roubo seguido de morte (latrocínio),agosto,1,6,4,2,1,2,1,2
Distrito Federal,Roubo seguido de morte (latrocínio),dezembro,4,2,2,4,3,4,3,3
Distrito Federal,Roubo seguido de morte (latrocínio),fevereiro,3,3,2,3,1,5,4,0
Distrito Federal,Roubo seguido de morte (latrocínio),janeiro,7,4,4,0,3,6,2,2
Distrito Federal,Roubo seguido de morte (latrocínio),julho,3,6,2,1,2,0,0,0
